amount,hour,day,senderBalance,receiverBalance,averageAmount,todayTransactions,transactionsLastHour,newReceiver,nightTransaction
40335,8,1,96132,50540,7181,39,6,1,0
45016,14,1,65556,31957,12598,29,2,0,0
27908,4,7,10105,71899,9197,12,13,1,1
46146,2,1,28467,48674,12283,34,19,1,1
40414,14,7,52152,74140,12360,28,8,0,0
23776,13,3,15985,64552,12742,24,14,1,0
24612,20,5,49293,7153,6425,23,11,0,0
48794,21,4,13301,59957,10780,18,4,1,0
27616,13,3,7049,88066,5228,2,13,1,0
33058,20,3,11005,77906,10176,2,15,1,0
29622,6,4,33915,19538,365,33,4,1,0
19163,18,2,21350,65202,11386,1,19,0,0
33411,9,3,47290,66352,11163,26,15,0,0
35437,11,4,77819,73095,3472,11,0,0,0
41489,18,5,55722,73038,9824,35,6,1,0
36962,5,4,45635,69919,11186,14,8,0,1
20743,7,3,3077,70416,4405,19,7,0,0
12603,10,5,63014,70662,2046,37,4,1,0
13824,7,2,70104,8281,690,16,9,1,0
12349,7,5,83009,85558,3414,18,11,1,0
45077,0,6,20668,83097,1377,15,13,0,1
40427,4,4,85635,27891,8287,35,4,1,1
33626,18,5,25893,62844,11399,24,14,1,0
20037,7,6,27156,33348,10333,32,17,1,0
31767,9,4,97448,18266,4445,8,7,1,0
9149,17,6,45389,19920,3592,23,18,1,0
3475,7,1,18286,86296,14048,7,2,1,0
22194,14,1,80890,78429,5603,17,5,1,0
18477,6,1,77098,1484,10706,37,18,1,0
14540,14,7,71223,56624,2751,8,18,1,0
17400,20,6,58528,47900,11442,24,16,0,0
32668,21,6,81001,12805,1444,22,18,1,0
9325,19,1,96298,87268,13325,19,11,0,0
18857,23,1,87187,65457,2033,17,0,1,0
22137,20,7,89510,20321,11327,24,13,1,0
31778,14,1,65097,4768,13263,18,14,0,0
31884,9,2,19573,56261,10551,38,9,0,0
9445,4,2,5580,64652,3228,24,2,1,1
22207,18,6,45069,9811,11198,1,9,1,0
21053,21,1,91539,18162,3203,27,12,0,0
23129,19,2,90775,29998,6693,32,5,1,0
351,22,1,89694,35320,7255,16,7,1,0
29009,22,7,4058,63082,13774,15,4,1,0
23,4,1,29169,99754,8508,30,2,1,1
19652,22,7,2520,69066,2606,36,15,1,0
43883,0,7,82893,62124,705,6,19,0,1
13670,12,3,21254,4847,10556,13,9,1,0
49828,21,6,1422,98711,12535,22,8,0,0
26365,7,2,31642,1490,14682,1,10,0,0
17866,0,3,96324,97914,13583,17,6,0,1
41835,23,2,25187,55318,7180,10,9,1,0
21137,13,3,82117,83537,12433,35,9,0,0
24941,21,4,11516,22943,5565,29,9,1,0
36243,15,5,21352,5758,3676,35,11,1,0
9177,14,3,18410,27948,6889,13,10,1,0
26821,6,7,68266,17426,12750,6,8,1,0
6169,17,2,47576,1080,11897,36,18,1,0
19952,0,1,12427,944,3368,35,9,1,1
34686,17,2,33636,27562,1292,26,8,0,0
47237,11,2,19694,80312,11324,38,16,1,0
33109,23,4,36129,45251,13995,33,2,0,0
12793,14,7,39630,42500,14164,37,0,1,0
31089,7,4,10097,2013,547,28,1,0,0
27488,21,4,3719,8077,2810,3,18,1,0
32488,6,5,87638,28288,14430,19,14,0,0
4097,4,4,30110,66815,3345,22,17,1,1
27241,14,3,82485,6539,5470,7,1,1,0
19273,4,7,5638,69676,13633,1,9,0,1
13945,5,1,59094,77721,2544,19,9,0,1
1351,14,7,84695,88170,2306,8,1,0,0
25345,15,2,49150,39834,2489,19,11,1,0
39544,15,7,42439,27010,12314,1,5,0,0
44147,1,1,73776,25702,10042,38,10,0,1
11354,21,3,15738,62766,9043,8,4,0,0
14423,1,3,30138,47990,4828,38,11,1,1
18385,9,7,33507,89359,2290,15,19,1,0
2016,21,3,54401,30,6701,6,10,1,0
21450,15,5,95452,45795,14292,23,16,0,0
17459,16,7,51567,86403,7329,23,5,1,0
30761,5,2,54700,81573,5921,16,15,0,1
37157,10,5,74946,43964,6781,30,7,0,0
7659,12,3,81301,55162,3781,23,11,1,0
11412,21,1,33197,15162,6135,39,13,0,0
26842,1,5,69020,19180,5544,4,0,0,1
46488,15,3,85133,61698,9542,39,17,0,0
14708,6,5,53707,36867,5392,32,9,1,0
6483,13,6,55853,22284,13561,31,11,1,0
1566,22,4,81886,61965,1415,8,2,1,0
48563,17,3,4832,35837,8585,28,17,1,0
18661,18,2,62902,12745,2701,21,7,0,0
24962,2,4,61194,54237,4297,13,5,1,1
20023,16,1,96487,234,213,22,2,0,0
5160,6,3,94698,66,6646,34,13,0,0
8188,1,2,46631,76201,1055,17,1,0,1
16001,17,4,35156,97301,468,35,1,1,0
17572,2,4,28265,52879,863,11,9,0,1
10922,20,1,87766,84343,5481,8,1,0,0
5998,0,3,87758,76620,5134,19,18,1,1
41007,20,6,68600,70463,10958,36,8,0,0
19872,12,4,64475,44723,9070,19,0,0,0
24121,1,4,95120,3843,6367,1,17,1,1
232,5,1,54238,63150,2233,30,7,0,1
18588,20,2,48135,7882,10161,24,12,1,0
16556,20,6,21741,22201,3533,11,15,1,0
40201,2,6,16983,19826,3149,13,0,1,1
49739,23,5,83140,83920,14839,15,3,1,0
13697,9,2,23074,45170,5212,4,5,1,0
1581,1,5,5090,83772,181,11,4,0,1
23577,13,6,51107,25773,7052,38,8,0,0
23947,11,1,71417,34872,2153,22,2,0,0
46775,1,1,55388,774,156,16,5,0,1
546,13,5,38174,61486,9705,38,15,0,0
45044,3,5,76857,66107,1840,24,12,1,1
4593,23,2,97266,52742,10791,31,15,1,0
8478,20,4,29297,98354,5638,23,12,1,0
7858,18,2,70569,85242,2998,22,3,0,0
16908,14,2,85373,84028,10230,8,18,0,0
28639,8,5,69370,66247,9204,15,15,0,0
15978,18,6,99135,61193,3934,24,17,1,0
39979,4,5,57309,73269,352,39,10,1,1
19940,4,1,58012,27357,7907,1,15,0,1
1445,6,3,60211,24288,7893,22,10,1,0
40630,15,5,11134,6420,4844,27,6,1,0
4303,10,7,19408,72271,230,16,7,1,0
43178,8,3,37562,40903,4934,39,3,1,0
49863,11,7,23726,79680,10005,25,11,0,0
27995,22,3,8392,71089,3704,24,12,1,0
7155,3,7,66213,10802,4613,31,17,1,1
42340,21,2,47021,75732,7495,24,17,1,0
23863,3,7,54569,30591,12076,30,2,0,1
36574,6,6,31473,24632,6249,14,13,0,0
47694,19,2,56171,2454,13203,34,15,1,0
49920,23,1,68460,38951,3524,5,6,1,0
16470,10,4,96621,11678,5801,36,2,1,0
42232,5,1,84828,47971,13137,36,13,0,1
1531,6,6,8485,8307,7442,29,7,1,0
48133,5,2,61087,46278,2947,15,18,0,1
38730,7,1,46078,23975,9931,2,19,1,0
19442,11,1,95150,89125,11123,24,13,0,0
9034,1,5,97940,55935,12191,35,14,0,1
45242,12,7,30584,11524,2693,1,16,0,0
24713,9,5,62560,67764,10748,21,16,0,0
3100,22,7,18422,58912,11562,5,16,0,0
6979,2,2,63739,41143,937,37,12,1,1
14241,17,7,19684,36071,11062,10,1,0,0
15768,15,1,25856,23871,1128,18,19,0,0
48165,21,4,42528,90395,9124,6,10,1,0
36257,15,5,66952,25146,11091,39,13,1,0
12760,10,3,42080,29348,14805,3,11,0,0
11540,14,1,4198,32969,4337,15,1,0,0
2865,9,5,57327,9349,2409,28,5,0,0
8398,12,5,63086,36431,13578,35,14,0,0
33829,7,2,22447,70660,9181,34,18,0,0
33579,2,5,30663,27122,8803,38,12,1,1
658,0,5,54762,45400,1208,27,10,1,1
8403,7,3,89859,33273,3398,2,11,0,0
43198,21,2,85421,31741,14728,5,5,1,0
2371,9,5,41547,22867,11681,37,14,0,0
35738,9,7,11002,49130,3377,2,16,0,0
26235,19,2,87630,64840,7477,7,13,1,0
19436,15,4,91644,7159,5585,12,9,1,0
12076,11,2,1962,63220,13892,1,7,1,0
29812,2,5,39564,34424,1231,16,10,1,1
19908,7,7,69315,1533,4111,38,5,0,0
47404,15,6,63242,57487,8007,12,4,0,0
39378,8,5,45229,70970,4346,5,18,0,0
41313,22,6,5061,33831,1495,13,15,0,0
22055,2,4,34412,2112,13851,13,6,0,1
32022,6,2,73255,68163,4905,3,2,1,0
14200,2,6,8435,51043,1561,9,15,0,1
1552,11,6,41351,83380,11138,30,2,0,0
32860,4,7,74732,95684,5036,21,19,1,1
27813,16,2,21202,63840,12803,32,15,1,0
43607,20,1,7572,58622,7718,6,16,1,0
8540,21,2,32787,48191,11297,5,10,1,0
8522,14,2,58817,79963,1345,13,19,1,0
12377,11,3,82782,16715,11260,4,9,1,0
46535,22,6,74990,51935,5390,6,2,1,0
31509,19,3,11924,86334,11303,19,19,0,0
42908,21,3,10059,73850,849,30,9,0,0
8736,8,1,52355,73742,9758,18,9,0,0
34247,6,4,43518,19992,703,12,16,1,0
19877,17,7,77820,74732,6854,36,17,1,0
29397,14,4,99562,49157,8876,29,12,1,0
2267,14,1,86879,99622,2652,32,16,0,0
46364,12,1,97573,33845,11158,31,17,0,0
5802,5,7,97993,66881,12968,15,13,1,1
37582,23,1,8264,40077,10991,4,11,0,0
49117,18,2,70297,89128,11997,11,15,1,0
20402,5,2,45432,47948,12938,23,0,1,1
48274,11,3,99886,66123,13159,16,10,1,0
15846,15,2,22464,10375,14863,21,5,0,0
29352,1,5,59380,32938,5119,1,7,1,1
2109,20,2,75886,9987,6716,34,12,1,0
40800,20,2,74882,73180,10168,12,11,0,0
42429,9,2,40595,37761,3179,27,4,1,0
12168,23,5,96272,21305,4770,23,14,0,0
41466,10,7,82493,54053,680,5,7,0,0
2434,16,5,2669,46854,9024,9,3,0,0
2140,9,2,41773,68185,10181,34,7,1,0
1490,0,1,44068,65109,2632,16,6,0,1
7445,1,3,37283,22360,300,20,17,1,1
44024,19,5,34743,29853,7045,30,13,1,0
20289,7,3,948,68,7196,10,6,0,0
28309,3,1,37160,79788,8388,28,8,0,1
31051,7,5,98927,12921,12586,27,19,0,0
27279,20,4,33290,57669,5072,16,0,0,0
263,12,7,63323,34353,532,39,17,0,0
45284,23,6,75893,56175,8021,32,7,1,0
45523,23,4,22249,78685,7316,38,7,0,0
848,20,1,4653,51263,13286,18,9,1,0
14302,10,3,66667,58711,12067,35,9,1,0
35568,2,3,519,28276,10698,35,6,0,1
4426,18,1,74562,68089,2610,37,2,0,0
43677,3,7,75784,39911,10637,21,1,1,1
48837,6,3,85526,96285,9743,1,15,0,0
44673,22,6,34880,61817,12798,15,16,0,0
23365,22,4,22110,54410,379,8,14,0,0
22242,21,2,8168,39070,5369,14,4,0,0
11903,16,2,64198,63814,9149,25,17,1,0
23631,13,2,15012,38654,10148,4,8,1,0
28339,23,1,97240,40081,7922,20,7,1,0
29017,12,3,62464,38461,14335,15,11,0,0
19939,13,2,8229,75738,10885,5,10,0,0
18587,14,2,96240,85059,10471,30,12,0,0
28330,13,4,69659,86914,7180,29,0,0,0
751,6,7,43232,94795,14229,39,6,0,0
12393,5,2,41966,98632,10006,24,19,1,1
43664,15,3,29322,76498,12231,19,9,0,0
13857,12,2,39458,75359,5344,15,6,1,0
42798,7,3,75788,81806,6813,26,8,1,0
45653,21,6,29397,61988,4569,37,13,1,0
9025,1,5,60430,45427,14004,17,4,1,1
7673,7,6,50409,91900,8143,9,17,1,0
35830,7,7,65067,92904,12953,32,9,1,0
34493,1,6,33822,24579,1384,37,16,1,1
44581,10,1,6658,24663,6203,35,15,0,0
217,22,6,73230,33973,2742,31,5,0,0
27424,1,2,29242,32867,699,28,6,0,1
48260,12,4,27757,81475,10396,13,0,0,0
36679,22,6,77668,87740,11754,17,0,1,0
12354,5,4,12416,86579,8471,32,8,0,1
6270,17,3,44478,83125,12259,28,7,1,0
6674,12,1,80258,38910,3081,30,5,0,0
21691,1,7,92102,22240,2481,19,7,0,1
5194,22,5,24805,59763,1893,21,11,1,0
25164,6,2,39020,23360,11301,23,16,1,0
20968,20,4,63036,57040,13140,32,4,1,0
38254,14,1,83768,75813,5100,31,8,0,0
13860,0,6,12234,84366,13969,1,5,1,1
8099,16,5,43146,21139,12415,37,17,0,0
34558,16,7,13511,11543,7347,13,6,0,0
7063,4,3,76255,41787,14701,7,14,0,1
13789,5,5,33630,8133,3901,20,14,0,1
2662,19,5,12930,11548,1193,16,0,1,0
42694,15,6,75092,25862,4255,10,7,1,0
5722,4,2,91511,17491,8275,19,0,0,1
21897,5,5,43936,41361,10385,2,15,1,1
3857,21,6,38560,18782,13092,28,16,0,0
30826,4,7,84599,27392,1412,10,2,0,1
38701,20,1,92851,19016,3484,24,13,1,0
47640,23,5,81207,19512,2394,9,10,0,0
29744,12,3,32529,24621,10735,19,7,1,0
25526,16,2,37066,87157,14672,26,6,1,0
30890,3,5,44681,19701,12888,26,12,0,1
18606,20,1,37535,41917,6919,15,17,0,0
7238,1,1,55288,19640,9728,37,11,0,1
42735,1,3,67018,22807,1238,18,9,0,1
31455,20,1,15887,86208,2960,2,16,0,0
2472,1,4,29819,45850,4936,17,3,1,1
20722,5,7,25848,87099,11964,28,18,0,1
11050,22,1,67814,92131,11216,13,16,1,0
1502,22,7,4076,54879,12432,35,1,0,0
48899,21,5,91763,59081,12663,34,14,1,0
25409,23,2,29267,80296,12288,20,18,1,0
41004,9,3,46567,60873,14134,26,8,0,0
16357,2,7,68198,48629,1758,4,13,1,1
38812,6,4,90291,3515,7927,28,13,0,0
33355,5,2,69658,23799,14365,15,8,0,1
12202,14,3,7400,30705,6662,7,13,1,0
39027,3,3,41174,46207,4204,4,18,1,1
2748,10,7,75159,90236,14658,8,1,0,0
2866,2,3,77896,39794,11425,12,13,1,1
28951,12,1,46057,11532,992,26,12,1,0
8039,7,1,48875,87680,390,36,18,1,0
48555,10,3,88684,6335,11839,34,4,0,0
33248,8,7,73133,33867,2335,31,17,1,0
44338,20,1,10901,59415,9651,28,13,0,0
37743,2,6,45785,74430,217,11,3,1,1
15501,14,1,40926,75095,11886,35,14,0,0
38151,4,4,53407,53634,8897,5,18,0,1
38707,0,4,20844,75051,3641,22,5,0,1
6549,17,5,67350,30617,2526,4,9,0,0
7888,8,6,73526,47704,1481,36,3,1,0
24906,12,6,55290,85659,13342,37,14,1,0
16744,9,4,34628,623,1665,1,3,1,0
22872,5,5,87133,22303,8029,18,12,0,1
43669,17,6,62626,45209,12648,5,16,0,0
42315,0,5,49261,65169,12027,29,5,0,1
5078,19,4,94974,32562,158,20,8,0,0
30255,23,3,18595,66878,4852,5,13,0,0
9161,13,2,17645,25438,13168,17,0,1,0
18732,6,3,68842,47988,7550,22,1,0,0
15154,21,2,94691,11487,12961,38,19,1,0
40987,2,7,19951,85271,2432,5,0,1,1
17476,8,3,49873,57796,5855,38,2,1,0
34112,7,5,32878,8647,10055,25,16,0,0
45384,20,3,94704,92077,3491,32,11,0,0
19991,7,3,87081,63067,9111,29,18,1,0
47522,4,5,65707,58187,8231,35,7,1,1
11666,22,2,44075,70607,6042,12,8,0,0
21285,19,3,96770,12627,2510,13,12,1,0
30741,16,5,86473,4464,2806,14,6,0,0
34409,1,3,58346,79903,10697,33,6,1,1
22114,3,7,15943,14741,1792,37,2,1,1
16980,1,2,14760,57180,10733,39,14,0,1
42792,17,4,24944,27877,6330,11,7,0,0
10393,6,2,91490,21087,7841,23,18,0,0
9303,18,5,25458,95826,12102,12,6,0,0
21509,11,3,80375,50258,5136,24,9,1,0
38881,2,2,71039,59466,2958,28,13,0,1
19987,10,4,25661,83834,8858,19,3,1,0
4971,6,4,50972,34558,5561,2,0,1,0
7131,18,7,80375,31186,10529,25,5,0,0
18189,18,6,55543,71746,977,30,3,1,0
15915,12,1,39040,89318,10051,28,4,1,0
48798,5,6,30571,25477,3584,23,5,1,1
66,20,6,19677,99723,5577,38,7,1,0
38193,17,3,66797,87326,1382,19,15,0,0
22088,5,2,51274,27454,129,38,13,0,1
49289,6,7,75682,35371,2580,15,14,0,0
19515,13,3,88894,86611,6768,30,7,0,0
45908,12,3,1787,86770,8840,33,11,1,0
36032,6,6,30405,89894,4081,18,3,1,0
24491,10,4,18950,14656,8386,2,8,0,0
3269,1,4,34254,35878,3672,3,8,0,1
34938,19,5,34435,23737,2694,19,15,0,0
40095,21,5,2911,27603,12379,6,2,1,0
12839,2,5,76545,43911,7634,19,12,1,1
19890,2,5,69015,66882,12092,13,15,1,1
24621,9,2,16699,12934,10708,22,5,0,0
5001,9,3,81819,69302,547,37,17,1,0
36847,9,5,3535,67860,6852,26,5,0,0
5826,11,1,89538,87532,8036,33,3,1,0
12990,20,6,38760,14138,6804,12,5,0,0
25620,15,5,52095,20220,3223,20,12,0,0
17522,1,2,45837,90784,7437,30,0,1,1
33288,0,6,81277,28191,13340,2,3,1,1
14348,8,7,67220,80135,12065,16,14,0,0
8808,19,2,52801,67083,4990,31,3,1,0
4356,21,7,56503,31571,13595,18,14,1,0
44650,1,1,31804,7439,12089,12,4,0,1
39055,12,3,23174,56820,5557,21,16,0,0
19239,13,7,58734,42294,3540,3,12,0,0
44473,2,6,20729,25413,1026,22,5,1,1
11578,5,5,79275,99437,5102,22,18,0,1
37918,10,1,71127,57941,108,8,1,1,0
979,7,4,84510,11368,10139,31,9,0,0
6931,23,1,48335,36534,3431,12,19,1,0
28572,21,2,39920,12151,5732,11,11,0,0
14943,8,6,23536,5893,1449,3,2,1,0
7810,3,1,46266,29986,8155,30,12,1,1
46685,8,1,2783,31080,12316,7,2,1,0
25444,6,7,93474,89015,9275,1,5,1,0
35295,4,3,60004,91330,7919,20,9,0,1
11712,14,5,82995,27921,11139,19,0,1,0
35478,12,5,21707,11523,13845,12,3,1,0
16004,4,3,4316,19110,668,31,6,1,1
4106,19,5,70090,92798,7977,31,8,0,0
30296,15,3,51117,37539,3932,1,11,1,0
9125,5,6,73296,39552,7403,19,6,0,1
48459,22,4,90843,17187,9485,20,9,1,0
18532,19,2,77078,67259,12774,4,11,0,0
43070,17,4,74630,88234,5695,18,13,0,0
270,21,5,83574,56167,14184,29,8,0,0
6773,12,3,70558,2163,2383,13,8,1,0
43751,4,7,59995,79831,13837,38,4,0,1
26928,1,4,52898,87431,3576,24,12,0,1
37977,18,5,37160,51931,13386,8,6,0,0
23039,14,7,4804,56948,11676,35,6,0,0
44298,6,2,84446,55801,14400,35,8,1,0
33124,7,6,16081,27961,12258,31,11,0,0
21999,13,5,47300,82186,7417,25,12,1,0
34404,21,5,10976,44618,10664,14,2,1,0
38819,5,2,33179,62679,13119,21,16,0,1
12892,6,2,46000,7779,14701,37,7,1,0
19033,12,1,15468,54004,12711,10,7,1,0
28333,11,5,7008,61338,12259,30,9,0,0
24961,8,3,8036,22836,2317,19,5,0,0
3755,15,4,72631,93649,10051,32,17,0,0
13867,4,5,57231,58929,4490,2,4,0,1
27507,1,3,85998,20548,4751,13,19,0,1
49026,21,6,94028,91012,759,12,3,0,0
38609,15,1,67891,93321,454,33,5,0,0
47411,6,3,86300,73931,4065,33,12,0,0
12354,2,3,71032,86843,13797,28,12,1,1
48380,2,5,64041,36491,757,18,16,0,1
9302,12,5,96371,24421,2264,19,18,0,0
4632,15,3,32232,62437,3700,34,8,0,0
33690,19,5,95519,28115,5870,35,15,0,0
38546,13,1,6072,84112,1016,14,2,0,0
30425,14,4,19972,69712,10523,19,6,1,0
20048,12,3,52954,29270,4201,37,0,0,0
3218,22,3,6316,41106,4781,20,10,1,0
31976,19,7,46675,7658,6152,22,3,0,0
15430,1,1,77999,67999,14754,26,5,1,1
6474,22,4,22250,68670,4100,13,13,0,0
9613,0,3,51969,23257,6585,1,16,1,1
23276,19,7,85880,40020,7899,36,19,0,0
11400,21,2,70044,53753,1916,7,18,1,0
49341,0,5,89087,13947,13967,14,6,1,1
15605,19,6,14748,40577,14868,31,3,1,0
27502,14,7,15635,91739,1711,13,9,1,0
39933,14,4,37524,86189,1622,38,15,1,0
28152,10,5,40170,40173,2766,26,13,0,0
16907,23,2,81380,98901,14434,8,14,1,0
18721,0,2,65772,30827,7783,23,18,0,1
13089,0,1,32625,95827,14512,11,18,0,1
17649,2,4,48832,91349,14876,19,19,0,1
27736,8,3,95756,78048,3668,2,2,0,0
26597,2,6,26251,92516,9574,23,1,0,1
40530,1,6,68198,36766,6717,14,12,1,1
40245,10,5,46538,99831,12475,12,2,1,0
40319,15,4,96296,42131,10845,6,19,1,0
10424,8,1,72372,15573,5579,31,11,1,0
10052,9,2,77020,19202,13186,31,19,0,0
19461,4,2,41986,33216,11512,37,6,0,1
6874,9,2,10543,65655,14680,5,15,1,0
45474,9,7,10894,93444,9844,11,4,0,0
22968,5,3,25123,92388,12088,24,15,0,1
15017,21,1,16821,11376,1992,2,10,0,0
25545,5,3,35771,22444,5250,27,11,0,1
11823,4,7,35829,16350,3703,3,9,0,1
24714,7,5,6344,29153,8591,32,8,1,0
30517,11,4,50198,14759,4240,10,14,1,0
24761,8,2,51372,65453,270,13,15,1,0
11785,8,3,28728,83260,13934,19,5,1,0
27152,4,2,73958,54006,2189,35,3,1,1
3276,6,4,58646,37714,1096,14,7,1,0
42671,15,5,25317,68426,2725,10,10,0,0
31227,20,1,24020,47512,4817,7,7,1,0
1069,4,3,42720,10962,5998,3,1,1,1
1914,13,2,57576,70864,5509,15,11,1,0
5328,6,6,8033,64071,1559,25,18,0,0
47100,11,1,8668,59228,5630,5,13,0,0
26787,10,5,57015,71283,4356,6,9,0,0
23258,21,5,72053,87878,6947,21,2,1,0
598,18,6,89209,53752,8155,33,6,0,0
17817,17,1,4979,84853,1414,24,7,1,0
46679,0,5,12925,71129,12875,29,1,1,1
29570,20,3,57426,36629,5228,27,9,1,0
36731,3,5,90479,23712,142,26,1,0,1
15519,3,7,32844,78892,11684,2,5,0,1
12818,22,1,81896,59460,1148,1,1,0,0
16259,21,1,82579,96215,11749,1,1,1,0
19053,13,5,19999,90312,1407,19,19,0,0
9962,23,3,18116,4967,8866,18,6,0,0
48167,22,4,78218,19929,14419,14,15,0,0
30072,8,7,51689,15988,10541,23,9,1,0
21029,7,6,93849,9216,14355,18,2,0,0
4204,9,6,63144,34601,5484,27,10,0,0
26075,7,4,82988,28835,5125,13,13,1,0
32734,21,7,73873,80940,11913,20,5,0,0
31151,5,3,58818,25550,4419,14,9,0,1
28731,7,4,21804,94613,713,20,16,0,0
2776,21,7,68319,17046,13991,4,15,1,0
27743,0,2,50920,53257,10428,37,12,1,1
10526,22,4,76099,29767,5427,11,0,1,0
49554,3,3,64327,57225,13216,10,4,1,1
13628,17,6,96830,95330,12652,15,18,1,0
1107,4,6,8919,97963,2088,3,9,0,1
38788,23,1,90855,22755,6488,33,6,0,0
47991,12,1,77760,9127,10036,10,9,1,0
34645,0,6,65267,24401,646,39,15,1,1
31332,15,3,82007,88650,3035,17,18,1,0
45311,7,4,43457,24921,14675,25,18,1,0
14649,9,7,85870,20089,7807,4,12,1,0
29981,22,5,93465,73913,4305,35,7,1,0
5342,13,5,28661,17181,7366,10,8,0,0
9852,5,3,14929,15592,9178,35,6,1,1
30962,9,2,33188,68990,4774,33,7,0,0
37067,7,4,53029,21425,2284,7,8,1,0
29594,1,5,27748,15169,1239,10,0,1,1
24824,14,6,96321,32014,4420,31,16,0,0
33231,19,5,64435,71452,10270,9,11,0,0
33071,8,4,1123,62493,12148,4,7,1,0
31328,6,6,33555,29764,7334,20,16,1,0
15883,12,2,52737,79445,10808,26,9,0,0
41639,1,1,19237,83568,1779,34,10,0,1
3967,21,7,63630,82773,6435,17,14,0,0
48972,7,4,13685,75312,5011,16,2,0,0
36976,10,2,36316,41581,13477,30,12,0,0
7668,13,1,41171,20117,14894,23,13,1,0
24020,6,3,57229,80698,7417,6,12,1,0
25014,18,7,42749,92964,5168,17,4,0,0
23549,21,7,69050,36942,8600,23,0,1,0
14018,17,7,83370,50587,4665,3,9,1,0
30624,11,7,46129,93246,3464,4,0,0,0
32393,5,6,98386,64801,14682,38,12,1,1
24032,21,5,94584,50368,5206,39,17,1,0
23626,16,7,61001,32825,9976,22,0,1,0
1305,16,4,17296,50770,5271,17,3,1,0
29091,7,7,27324,40353,13853,18,15,0,0
1504,17,2,10309,78891,9477,29,0,0,0
20401,0,5,96086,63414,5724,27,19,0,1
41360,20,6,19491,48159,12876,32,1,0,0
21997,21,5,7364,56159,14665,17,1,0,0
16349,16,7,93674,27154,1244,5,4,0,0
635,23,6,82952,95840,10173,10,9,0,0
953,21,3,47631,94635,11114,16,19,0,0
4131,6,6,44033,3386,11847,10,1,1,0
31587,14,3,71531,51552,12741,33,18,1,0
21898,18,5,18398,75275,493,7,7,0,0
13298,15,1,71472,30589,521,17,12,0,0
6809,9,7,37044,86310,8567,9,10,1,0
24770,0,7,95327,28594,349,12,13,1,1
38880,7,6,86140,20393,5005,33,5,1,0
45577,22,7,67150,92331,13110,25,19,1,0
22038,22,4,43436,47692,9888,28,2,1,0
9675,1,2,14764,54007,11484,9,0,1,1
31962,15,1,6004,96319,14647,5,16,1,0
21862,0,5,22789,51267,10194,14,15,0,1
7194,22,5,33207,48573,9121,17,5,0,0
4345,3,7,5940,43209,2992,32,13,1,1
39073,8,6,26375,96088,2271,12,11,1,0
12906,15,6,56855,51132,1690,14,1,1,0
46594,10,3,5753,8726,9900,31,2,0,0
46274,14,3,30235,65558,8980,35,7,1,0
1287,20,3,11226,61540,836,37,2,1,0
25917,18,2,25271,92573,5728,33,3,0,0
38161,10,7,45484,25446,14576,26,18,0,0
8690,12,1,26437,83425,6422,9,13,0,0
11912,11,1,51903,6670,10792,34,19,1,0
47299,4,2,26108,44804,13310,20,14,1,1
13101,8,2,42250,89185,11808,29,10,1,0
38046,2,2,94067,53559,6533,1,5,1,1
19984,0,5,88076,34041,638,38,10,1,1
33552,19,5,90189,87532,13768,28,12,0,0
37293,18,3,18688,22779,9390,23,13,1,0
18018,7,7,34186,16551,3421,21,19,1,0
11032,13,2,87394,25333,13761,28,15,1,0
44778,21,5,49749,19460,10211,31,2,0,0
9959,23,3,69713,25257,14670,30,16,1,0
27046,6,3,10937,52941,12398,37,1,0,0
19856,1,1,61955,52296,7191,9,4,1,1
49159,4,3,59281,50087,7298,27,5,1,1
1309,8,6,65607,18289,11502,19,6,1,0
23685,6,7,20562,26129,13432,15,9,1,0
2584,0,4,22735,23881,1914,15,13,1,1
14117,13,6,67258,71282,3207,18,14,0,0
14433,23,7,82211,70519,10489,17,14,1,0
22674,7,3,78442,98034,13553,34,0,1,0
40165,16,1,64163,98825,1718,11,2,1,0
2307,14,3,28903,58559,1042,28,1,1,0
36518,4,6,70776,16373,12519,24,13,1,1
44331,0,5,92618,20222,7240,37,11,0,1
4757,12,3,44904,65568,4431,6,10,1,0
20966,23,6,60952,21329,10483,7,13,0,0
25269,20,4,97509,43882,7946,10,18,0,0
5455,5,7,96736,34895,13394,18,2,1,1
48793,0,1,8262,20581,4526,39,2,1,1
5990,0,1,64556,49567,12689,36,3,0,1
5783,15,3,25737,12646,7393,33,8,1,0
14333,5,7,33984,85332,5423,26,16,0,1
31553,8,1,92745,67482,3612,32,7,0,0
47586,17,4,20788,10539,627,30,17,0,0
22032,8,1,95797,46943,3379,13,16,0,0
15741,0,5,80518,3439,412,13,18,0,1
13760,2,6,12692,23362,8787,21,7,0,1
2029,12,3,95618,2907,3243,24,1,0,0
7575,13,4,8181,94076,3214,7,15,1,0
4854,6,6,97141,6599,13162,38,15,0,0
17494,2,2,88892,7408,3173,17,7,1,1
16646,10,5,57802,70439,14307,36,6,0,0
39010,16,2,35240,34942,1427,27,13,0,0
23699,7,1,45296,93425,11940,7,3,0,0
11859,9,3,60470,87649,13224,37,13,1,0
19256,22,7,1601,17759,11102,12,15,0,0
45591,16,6,36999,23909,4497,16,2,0,0
43315,6,7,79160,99603,4706,23,9,0,0
31107,9,7,55548,19841,7657,37,2,0,0
45333,5,4,96458,54428,10352,5,14,0,1
46250,12,6,3294,96640,4343,1,2,1,0
