amount,hour,day,senderBalance,receiverBalance,distance,deviceChanged,transactionsLastHour
2999,22,4,174180,76179,14,1,3
2439,16,5,15510,45045,41,0,7
4339,3,3,149854,66587,62,1,1
3901,10,3,181774,7057,3,0,3
2034,15,1,39293,8043,1,0,2
1743,10,5,131801,70000,27,0,3
2669,16,1,75966,42366,33,0,5
4364,18,4,80010,83533,3,0,5
1988,12,3,120018,52364,64,0,6
4492,14,2,86588,49542,25,0,2
2385,11,1,5319,91005,14,0,1
339,19,1,180150,89662,52,0,2
3228,13,6,68115,89090,28,0,5
4490,10,4,198976,61162,17,0,2
105,6,3,78973,13521,21,0,6
4087,2,3,180231,44714,9,0,3
120,23,5,176231,88052,72,0,2
302,15,7,108424,28195,11,0,4
1916,11,4,168041,15497,24,0,4
1920,15,2,110153,34826,5,0,5
2300,7,6,17809,65450,37,0,7
4640,17,6,49498,41985,9,0,7
331,2,7,82878,13239,30,0,4
1882,18,5,191966,91444,42,0,7
4506,21,2,162723,45291,21,0,5
4656,1,1,180403,23185,39,0,2
1028,9,6,184289,45610,70,0,4
4844,16,4,43665,16957,56,0,4
982,14,6,169714,39311,59,0,5
4979,18,7,182696,17427,36,0,4
4954,23,5,65289,18182,29,0,4
828,16,4,53791,4065,59,0,3
4305,9,4,14032,94254,77,0,1
2100,7,5,77302,50954,22,0,7
1675,18,4,175815,3552,51,0,5
4684,14,3,125321,46028,63,0,6
2341,21,2,199114,45645,62,0,7
4664,20,6,115939,14470,25,0,5
4782,12,5,188176,74616,46,0,7
1604,21,6,150931,22183,5,0,2
1294,8,6,191637,49043,62,0,4
2173,20,5,165786,18198,7,0,2
4524,20,3,128743,17569,4,1,6
771,19,4,199159,63071,65,0,2
1546,18,4,110703,21229,49,0,4
2071,4,1,189103,38921,79,0,7
1623,13,4,87208,55816,43,0,7
4112,15,3,54116,27325,69,0,7
1087,5,2,38615,63751,44,0,1
1342,18,4,91711,78850,37,0,7
2422,6,7,101076,2949,48,0,5
3437,1,4,145689,76268,18,0,6
3113,20,2,42924,25240,12,0,1
4021,13,6,169982,31226,62,0,1
1639,6,3,110209,71375,45,0,6
4631,20,7,104143,25578,27,0,7
1947,2,7,16596,66355,46,0,7
3924,10,3,179318,56598,12,0,5
4467,0,1,52037,17206,15,0,6
4495,11,1,151691,93479,67,0,3
616,23,4,134544,22182,71,0,7
2078,22,4,144192,65385,12,0,4
1467,18,3,177109,12805,28,0,1
291,17,2,129726,77215,13,0,6
2786,11,1,47923,8919,58,0,1
948,16,2,192478,13941,5,0,6
3909,10,4,176148,21323,5,0,2
1213,7,5,13711,64079,33,0,4
492,13,6,29918,73743,44,0,6
2408,12,4,149352,37303,61,0,2
1199,4,5,43057,1597,4,0,2
2912,21,4,78230,5830,72,0,5
4706,16,5,60030,57815,37,0,7
589,14,1,165275,78088,76,0,4
2230,10,1,62560,84529,10,0,4
2949,13,3,193075,4679,49,0,3
4006,18,5,63499,24382,27,0,4
1982,20,5,118831,62836,51,0,5
2043,14,4,23800,57440,78,0,1
506,19,1,98498,30764,32,0,6
3226,18,1,129288,38132,26,0,6
4970,13,3,36126,23578,18,0,7
605,18,2,71266,1056,67,0,6
1296,15,5,112697,67483,25,0,3
3398,19,2,69236,76569,79,0,6
918,11,2,113352,96967,29,0,6
181,8,3,94909,47105,25,0,2
825,22,3,63097,54813,77,1,7
90,20,2,193255,39294,61,0,3
816,14,5,185927,50086,79,0,7
3919,1,6,104468,34387,46,0,7
2347,16,3,7460,73356,42,0,7
2347,15,4,179230,47798,12,0,5
714,14,2,178036,78188,76,0,4
764,20,4,179737,98077,9,0,7
1733,22,6,101707,87135,69,0,3
3891,22,6,138071,15849,23,0,1
2638,12,4,5246,32153,11,0,3
4729,0,3,39607,53055,61,0,3
3701,14,2,107652,64197,38,0,1
4310,10,2,141559,37282,54,1,1
2125,4,4,16158,75157,51,0,4
4202,10,2,186942,51460,26,0,4
2259,9,5,185756,14463,2,0,6
2930,4,5,128649,91945,41,0,2
3434,3,5,152435,29490,41,0,1
4910,1,1,53581,93561,77,0,1
876,9,1,65522,75092,52,0,6
1934,23,4,59333,85458,16,0,3
3502,14,3,93495,70767,12,0,1
1448,8,6,185889,34719,33,0,3
4630,4,1,15060,79592,46,0,7
531,5,3,66687,37491,61,1,3
4791,0,2,56550,50294,70,0,6
652,16,5,180725,91481,66,0,3
959,4,2,159088,56200,12,0,3
2345,10,6,17823,30986,69,0,5
437,9,3,44107,58888,76,0,6
668,10,4,72594,57901,11,0,1
4189,22,3,142687,73298,39,0,3
4969,20,4,84599,34649,12,0,7
1247,20,6,134681,33926,59,0,5
3825,22,7,160758,74339,28,0,3
3293,5,3,82338,74432,14,0,2
985,16,3,158263,57964,68,0,6
1955,7,5,40198,95223,54,0,1
2189,3,1,154102,70445,79,0,6
366,15,6,24465,52432,35,0,4
2797,17,5,191764,59541,32,0,7
4607,4,5,54477,34071,75,0,4
1450,20,3,81762,36399,61,0,2
2379,11,6,5528,31314,67,0,6
4915,19,5,164978,72486,7,0,3
829,17,3,139997,9463,65,1,3
1252,21,1,61271,10797,6,0,6
4081,14,7,162998,29783,32,0,5
3721,4,5,8188,92205,1,0,3
2625,8,3,42081,35986,0,0,6
153,18,3,93281,67151,54,0,4
1598,8,4,95810,55933,7,0,2
932,6,3,37596,76287,59,0,7
1099,13,5,142119,29767,47,0,2
1912,7,5,135251,76726,25,0,3
2020,17,5,31467,1048,26,1,7
3043,6,4,94606,41647,79,0,2
1787,6,5,72764,92901,56,0,6
2416,21,1,41355,74903,41,0,3
1957,16,7,91153,94616,20,0,7
1263,11,1,70464,4952,48,0,5
1510,12,3,5015,50757,5,0,5
3393,6,2,14759,49432,12,0,5
325,20,4,105153,14587,33,0,4
3056,10,1,142912,66077,44,0,4
313,21,6,120503,40023,5,0,6
2336,19,5,66742,98896,31,0,5
3607,19,1,108591,47229,15,0,4
4358,9,1,42594,4664,32,0,2
4653,0,4,75979,18241,3,0,6
3406,12,7,54167,37373,71,0,1
3584,5,3,20748,21175,6,0,1
1371,12,2,159562,42435,9,0,3
4543,22,7,74072,68309,70,0,5
4973,19,7,126412,88340,5,0,6
3534,16,7,84233,52818,38,0,5
603,21,6,25491,69816,36,1,7
1552,13,2,184776,17997,66,0,7
4872,17,7,39512,90532,74,0,5
1535,19,2,186675,22038,63,0,5
1763,12,4,181283,63820,56,0,7
1091,19,5,108068,57354,74,0,3
4692,8,6,14982,75504,47,0,3
1197,6,7,196707,23187,59,0,7
3456,21,2,152049,45839,18,0,3
1415,1,5,32740,64328,41,0,2
4238,17,5,42177,67126,7,0,4
2718,11,2,194216,7553,39,0,7
906,10,7,191113,17350,43,0,6
1395,17,7,106584,47365,9,0,6
1630,15,6,7882,63248,42,0,2
3907,21,4,59261,3837,23,0,2
689,5,2,165592,30541,29,0,6
2433,10,5,163795,34800,67,0,5
3711,1,7,57284,57232,4,0,4
643,6,2,30968,63508,27,0,3
4954,4,6,59333,51969,23,0,5
2663,14,3,43575,4192,12,0,3
4892,13,6,96472,28002,67,0,3
73,4,2,55126,21545,74,0,2
3340,5,5,166193,12218,39,0,1
971,11,7,197261,18601,20,0,3
1402,6,5,152364,32510,7,1,2
289,14,2,102204,61155,38,0,2
2899,3,3,137994,32976,77,0,4
1861,21,5,168282,38317,76,0,6
30,3,2,113957,90882,70,0,7
346,3,1,55061,58619,12,1,2
3035,13,7,197386,2408,23,1,6
1228,12,7,127189,31105,2,0,4
3757,18,3,122504,59215,32,0,4
1085,23,3,167812,8253,79,0,1
2067,23,5,154485,96761,8,0,2
4974,5,5,42170,44555,70,0,3
3607,12,5,103633,27673,4,0,5
4483,23,1,104865,34541,15,0,4
1108,2,7,166215,25509,5,0,7
3764,4,1,48262,6506,71,0,4
226,20,7,157873,38695,53,0,7
1906,6,4,116780,71897,3,0,2
3637,2,4,178925,86195,73,0,1
3353,8,1,145488,40994,8,1,1
2456,1,3,82066,4591,54,0,5
364,7,2,24056,90082,18,0,2
1431,6,4,6780,92643,36,0,2
2973,12,1,7395,98384,35,0,1
3074,8,4,31924,53703,65,0,1
1575,19,6,140168,67555,4,0,4
3402,13,1,194059,33963,24,0,7
2704,9,5,92594,2080,35,0,2
1572,9,5,83038,94899,24,0,4
2931,3,7,91623,95025,15,1,5
3197,18,2,178497,10387,15,0,2
1624,6,4,135752,11857,21,0,6
1866,15,7,109533,47111,79,0,2
183,19,2,169340,4646,75,0,5
3162,8,7,137850,46752,70,0,2
3838,11,7,5045,96278,78,0,6
3211,7,7,188148,57950,69,0,1
2986,8,6,175365,89552,36,0,7
3414,12,3,51009,93689,56,0,6
4811,12,7,10400,40643,57,0,2
4263,16,2,151046,15037,68,0,3
601,12,2,157606,91995,38,0,7
313,11,6,147097,87426,27,0,4
2841,12,2,153188,37744,25,0,5
1208,13,3,154748,46177,56,0,3
2819,21,4,125403,12231,55,0,6
3537,18,6,86144,96201,77,0,1
2821,14,2,45239,4743,76,0,1
3334,2,4,56553,25111,30,0,1
4266,6,2,43038,56038,78,0,1
89,6,5,169429,76088,11,0,4
2326,23,4,99542,42271,52,0,2
1851,1,1,169974,24645,25,0,2
4957,9,4,177407,75451,74,0,5
1952,4,1,88251,58042,48,0,2
3147,23,6,24995,92628,65,0,5
2683,10,2,28466,93545,14,0,5
4140,1,5,40797,85766,18,0,4
1456,21,7,186136,38010,47,0,7
3640,13,7,25600,3466,16,0,5
975,16,1,60309,75647,56,0,5
1222,7,7,196670,67399,35,0,6
4004,18,7,26832,17997,43,0,1
4570,7,6,69442,22770,30,0,6
577,5,5,168860,96341,9,0,7
2065,7,7,34583,9076,75,0,6
2025,16,3,112327,92903,25,0,3
590,0,4,127141,17108,7,0,1
2165,0,3,142901,91666,58,0,5
3500,6,4,171915,51808,79,0,3
2702,22,5,38043,6271,35,0,5
4743,15,6,157481,86970,16,0,2
3845,22,5,65721,50223,78,0,6
1053,1,3,54966,55774,18,1,2
319,5,6,123915,19261,54,0,2
804,6,3,107318,41160,1,0,1
1861,14,7,100326,87157,53,0,6
4379,19,3,33605,50616,79,0,4
297,11,1,12450,3925,51,0,2
456,16,1,191851,85816,22,0,5
4512,21,4,41181,34262,51,0,3
567,16,5,188954,22725,14,0,6
816,16,2,193869,16802,31,1,4
2571,0,7,136029,66898,12,0,2
1495,23,6,130416,40963,63,1,1
1517,11,4,150848,96063,45,0,7
995,12,6,10302,64172,43,0,4
4695,17,3,47103,49408,51,0,2
2352,14,5,22189,87067,71,0,4
1434,8,1,184810,14107,11,0,6
4484,23,7,21462,80232,65,0,6
2082,1,3,60240,82352,76,0,7
1560,17,7,59649,84749,39,0,7
4469,16,7,17661,16591,38,0,3
2104,3,7,24416,14672,12,0,1
3309,17,4,147127,60220,42,0,5
606,18,7,15866,4889,50,0,4
1596,9,5,15995,57488,71,0,7
4358,20,4,138014,48664,37,0,7
1867,12,6,22878,84100,37,0,4
2218,17,7,33004,21471,44,0,5
2059,8,1,14466,92057,64,0,4
3806,4,3,113718,23650,5,1,4
4870,17,1,67744,25346,6,0,5
116,3,3,180365,62336,30,0,2
4014,12,1,22279,96729,23,0,2
3909,8,2,142930,75486,12,0,1
1078,0,3,127181,48458,62,0,2
3843,11,6,146917,37059,41,0,2
1678,8,3,87971,52993,48,0,1
357,15,2,58817,25398,54,0,4
3158,0,1,104655,57132,5,0,6
4823,21,7,152722,27014,5,0,7
2047,1,5,182398,83979,16,0,6
1647,6,7,178791,92786,23,0,6
3843,1,5,102869,30992,50,0,7
2582,11,4,6617,44016,47,0,3
1771,7,4,67708,23560,22,0,5
4154,13,6,29496,84301,59,0,2
202,14,4,129564,98425,59,0,6
4956,14,4,112288,73717,5,0,7
1319,5,2,142821,34064,56,0,1
4715,15,6,160719,70918,65,0,1
3037,13,1,87427,8704,2,0,6
2851,7,6,142637,89003,6,0,3
3824,2,1,25128,98317,9,0,6
621,5,4,155619,82662,5,0,7
3980,10,7,21482,99829,65,0,2
1148,11,2,37400,72458,9,0,1
4788,20,7,89335,94012,59,0,7
4110,6,1,76540,39289,20,0,4
3307,9,3,99376,18175,23,0,1
2101,23,3,73513,83762,22,0,3
2523,7,7,21040,70806,19,1,1
2301,3,4,36276,55145,27,0,7
941,5,3,78062,65037,34,0,6
3902,8,6,183908,5595,58,0,2
2574,3,4,187394,47764,79,0,3
1195,21,6,8447,54143,58,0,3
4909,6,5,72471,43213,58,0,2
1895,6,3,15712,82527,45,0,1
1557,22,3,41972,35136,9,0,2
1527,12,6,90404,78413,40,0,7
942,13,5,143312,98095,38,0,3
1144,7,1,151246,88329,77,0,7
311,23,1,45274,75237,50,0,2
3455,18,3,40247,76922,50,0,7
1716,4,6,88824,4959,57,0,4
4659,12,2,82097,23578,15,0,6
3556,14,2,23687,53833,44,0,7
1092,16,4,181882,47901,56,0,7
2785,20,1,22974,23388,79,0,7
1571,16,7,155694,14536,64,0,1
4341,5,4,130612,18177,27,0,6
36,5,4,92242,25660,63,0,3
21,20,6,96860,28685,59,0,7
189,15,6,198979,8188,16,0,2
896,4,4,10285,64115,74,0,1
2442,2,7,42822,52222,8,0,5
2880,13,4,128794,23333,38,0,7
2084,13,2,22184,48963,49,0,3
3267,5,6,48436,19472,8,0,7
2136,12,6,125591,85511,65,0,3
619,7,4,35484,46610,45,0,6
4648,0,4,80846,19951,72,0,4
2350,9,4,47448,31580,37,0,7
1776,5,4,112938,49328,5,0,6
3813,19,4,12425,13857,35,0,2
507,8,6,136776,6452,49,0,2
4148,13,6,124342,40181,47,0,7
3100,8,5,27564,98898,51,0,4
1581,19,2,76074,22699,77,0,4
1296,16,6,162557,60967,11,0,6
2488,14,5,109132,60263,53,0,1
3501,14,3,139464,63257,0,0,2
799,8,4,112154,25408,49,1,3
1963,6,3,8657,22230,6,0,7
4797,19,7,9329,89087,25,0,6
1379,9,1,130172,90711,76,0,7
1721,9,6,95709,54270,70,0,3
3041,16,4,138318,21010,6,0,7
1117,11,7,130223,76205,24,0,5
2928,7,6,56952,37719,61,0,5
1691,23,4,44925,52003,1,1,6
1337,6,5,112252,42783,11,0,7
1250,3,2,123819,94361,2,0,7
4935,15,6,174028,49786,33,0,2
4536,6,3,97529,74905,25,0,6
2850,3,4,74407,74809,77,0,2
3270,19,2,102289,8802,33,0,3
4298,0,4,155086,74352,15,0,4
3451,18,5,128775,79743,10,0,1
2070,19,1,195313,74567,7,0,3
4464,15,1,83591,94141,41,0,2
4569,0,1,120481,17820,18,0,1
3511,7,5,104252,75855,63,0,3
1413,6,1,165448,67084,69,0,3
1794,15,6,33548,50956,30,0,6
1816,14,5,74903,17204,43,0,7
4011,2,1,173394,92544,41,0,1
4189,20,2,77597,85124,62,0,5
689,10,1,148092,59473,64,0,6
3706,21,2,188220,90157,31,0,2
2552,6,7,31465,33286,11,0,6
844,1,4,80396,56178,24,0,6
2772,2,7,89084,40879,63,0,2
2573,17,3,30107,29793,8,0,6
68,12,1,14765,11002,13,0,7
2572,4,5,11641,34709,15,1,7
1431,5,5,120123,18223,33,0,2
1660,4,6,128795,28215,6,0,2
4491,14,6,172198,80036,40,0,3
2801,4,5,158290,82008,35,0,6
683,23,1,27455,5112,73,0,1
219,18,2,111924,33735,77,0,2
2115,17,7,70488,4206,75,0,5
1886,2,3,191988,2067,69,1,5
4710,2,4,25773,58295,19,0,4
4636,23,4,60008,72745,12,0,5
4086,1,6,64314,42205,47,0,1
3834,9,2,92110,29562,78,0,7
2317,5,4,171916,19728,60,0,3
3606,13,4,41807,35072,43,0,2
4304,17,4,30741,23286,15,1,6
3163,11,5,87579,7320,34,0,1
2284,18,4,162116,22971,54,0,3
1161,6,2,32476,63683,35,0,2
2423,8,3,20729,71320,1,0,2
4524,14,3,174290,18950,61,0,1
101,10,3,92680,26530,68,0,6
2987,3,2,57044,92378,4,0,7
1607,17,6,117293,38403,73,0,1
543,10,3,28504,56715,51,0,6
1682,20,4,74180,86981,39,0,7
2243,4,6,47756,71258,7,0,4
4880,7,7,61690,78582,36,0,6
4100,18,1,92643,59704,18,0,7
852,14,2,51698,2110,66,0,2
2210,10,4,52801,97085,49,0,7
3742,22,6,28027,98631,9,0,7
1248,3,4,108536,27875,66,0,2
3917,0,7,44008,50349,6,0,7
1610,6,3,8692,59027,11,0,4
1781,5,3,102449,97819,62,0,1
2731,6,1,46848,7820,64,0,1
3611,12,5,183527,84488,4,0,7
4099,9,6,65067,88520,22,0,2
1178,6,1,191085,73036,14,0,1
62,20,7,55021,70057,31,0,4
4043,1,6,191894,52603,33,0,1
1703,12,3,67398,91091,34,0,6
3777,8,5,143997,4107,2,0,4
4128,7,1,198516,98158,75,0,6
4760,2,7,19642,21439,7,0,3
4680,3,6,110879,91629,56,1,3
2726,2,3,189706,13699,73,0,3
915,0,4,59210,72979,12,0,1
1897,15,5,147820,95071,20,0,3
3614,18,5,130802,81253,5,0,4
2647,5,1,90333,41225,55,0,2
15,19,5,20065,86470,55,0,7
3843,5,7,42851,9816,29,0,5
1088,16,2,88115,31194,21,0,1
4254,15,4,101554,17555,46,0,7
462,10,7,36644,34521,44,1,4
3020,9,6,95197,43637,62,0,3
1496,14,1,129086,69617,41,0,7
4372,21,5,76880,75642,30,0,5
3089,23,3,111862,37509,57,0,1
2503,11,7,93367,42091,36,0,4
1231,14,4,40572,18610,4,0,7
4891,19,4,170836,98540,29,0,2
439,4,7,128482,9631,27,0,5
3477,19,2,134014,67198,26,0,5
945,2,1,149572,66841,5,0,7
1475,12,3,143012,85590,31,0,1
4554,6,5,187572,40618,50,0,7
3977,10,6,137689,4333,66,0,1
521,18,4,173922,83172,37,0,5
996,13,6,170541,9496,74,0,5
2817,6,7,98566,74108,0,0,3
4866,7,5,48634,43864,18,0,7
2904,3,7,184243,22658,76,0,6
1465,6,7,57236,7265,15,0,7
4352,12,5,163070,92426,78,0,7
4039,17,6,114681,44826,45,1,6
710,7,2,39361,81294,19,0,7
2622,20,2,6908,31358,76,0,1
2938,6,1,37309,10280,1,0,4
2955,7,2,157767,75893,19,0,1
997,13,5,101854,27015,7,0,2
4388,7,1,33305,55306,51,0,5
1649,1,1,142457,74758,60,0,1
242,1,2,10362,9250,2,0,6
311,5,3,122632,40023,28,0,1
2725,17,2,152079,80777,58,0,3
1188,15,2,149137,42291,21,0,3
221,18,1,48290,86186,11,0,5
1850,3,7,150074,44098,71,0,7
4184,6,7,49345,94430,3,0,6
396,14,3,45878,70669,32,0,1
250,7,2,23383,5901,9,0,2
2789,11,4,88597,46101,34,0,4
4187,11,2,74377,7416,9,0,3
2622,0,5,102507,5861,30,1,2
924,20,4,29009,1094,21,0,7
408,2,7,25860,73812,39,0,2
178,5,3,125803,41078,36,0,7
263,8,7,6320,90043,9,0,4
3617,13,1,179272,99704,23,0,1
372,2,2,139923,20796,2,0,2
1834,13,3,115853,22159,60,0,4
3310,19,1,14840,41768,63,0,2
3485,21,5,184541,88073,38,0,6
865,23,3,143604,36416,66,0,2
1830,9,7,37294,60784,13,0,4
279,11,2,191444,71366,38,0,1
658,16,5,165726,40244,54,0,6
4099,19,3,112772,5942,59,0,4
2817,12,1,141774,74883,12,0,7
4909,14,6,78844,40242,55,0,3
4413,9,6,14388,63969,52,0,1
3259,20,3,22545,41168,75,1,3
170,17,6,32967,10748,0,1,4
1925,14,4,185526,71069,31,0,6
4778,8,3,82734,64766,42,0,2
3840,18,5,163829,64867,66,0,4
294,22,5,56312,4065,44,0,7
4267,17,1,194137,35169,61,0,7
1977,16,1,122419,31473,19,0,5
1067,18,6,23179,27219,38,0,7
3107,3,7,51025,60886,11,0,2
4313,4,3,10315,71917,25,1,7
3638,19,6,60919,83486,8,0,2
648,20,4,156623,93511,20,0,3
4326,21,6,69771,28484,41,0,4
1472,14,7,187356,10901,57,0,1
48,2,6,166570,71393,56,0,6
2109,21,6,182058,54177,29,0,7
2408,4,3,45430,69659,13,0,4
3172,23,5,183996,43348,21,0,1
4809,3,3,117529,91141,14,0,5
4121,14,1,21490,36194,33,0,4
3154,4,3,112294,30954,29,0,6
2021,9,5,68165,12480,31,0,7
3401,21,6,139078,73561,30,0,1
2760,3,7,196929,74638,45,0,7
4393,0,4,75043,15735,15,0,2
3545,22,3,89677,30696,61,0,4
1538,5,4,49588,71585,0,1,6
4296,10,6,135775,35889,73,0,4
123,9,3,154741,82998,79,0,4
4667,16,2,150780,59600,14,0,7
4933,8,6,37556,68963,25,0,4
4836,0,1,146456,15319,49,0,6
4096,16,3,194281,34368,65,0,7
2066,19,5,141156,35810,24,0,4
4498,6,6,7596,18167,36,0,2
3613,8,7,82670,11782,18,0,3
871,20,4,150058,4526,21,0,7
4967,1,5,144771,80491,55,0,2
299,3,3,135704,24707,13,0,3
4822,0,1,144830,68009,36,0,2
3270,2,4,19281,69787,17,1,5
1022,9,1,119186,5257,62,0,5
4126,18,4,168148,81337,28,0,5
2823,18,1,125640,73613,51,0,1
4638,21,7,73582,62743,31,0,4
4918,3,5,146248,4936,70,0,2
1343,14,6,190409,60331,22,0,5
4276,18,7,79319,12170,16,0,3
3992,16,3,145111,15990,41,0,3
2296,9,6,178572,4956,25,0,7
2375,12,1,62072,53499,56,0,4
2973,15,6,132851,7472,16,0,3
80,2,1,92851,81799,10,0,2
2950,3,1,54104,25283,39,0,5
4365,5,7,76442,62274,28,0,3
2429,5,3,96414,29390,45,0,4
843,12,1,158812,3035,47,0,4
121,22,7,191964,62196,36,0,7
2295,6,6,160302,54974,57,0,6
2675,17,6,181969,78661,25,0,5
3914,13,2,84244,84608,7,0,1
1647,14,7,67072,65175,62,0,4
1900,5,6,118272,68902,7,0,7
1846,19,7,100825,33780,23,0,4
4052,5,6,54527,65600,60,0,2
903,12,1,125631,28799,3,0,5
4715,20,6,160795,13943,66,0,2
4081,11,1,166046,28371,58,0,7
1161,16,2,164440,69531,57,0,4
1997,6,6,165250,57790,32,0,4
3914,21,2,39593,14786,78,0,1
4928,8,1,90140,28835,12,0,4
3572,6,2,191903,33746,9,0,5
1717,9,7,183066,63898,18,0,6
3000,4,6,135861,56499,20,0,5
313,17,4,147298,53271,62,0,2
4359,5,7,193349,86379,12,0,1
449,14,7,31583,95242,31,0,7
278,15,5,107489,43348,30,0,2
3039,11,3,136572,93211,19,0,3
3286,13,4,125423,90716,47,0,6
3756,20,2,23946,21547,4,0,5
1099,11,3,38434,23102,32,0,5
1633,11,7,159731,83096,52,0,1
635,1,7,45382,29184,3,0,1
4981,1,6,22352,22148,72,0,7
4177,19,3,176783,18748,60,0,6
3026,6,4,64395,33486,4,0,7
969,1,5,22013,8407,6,0,7
1979,21,1,81955,41565,38,0,1
386,8,7,86257,2505,68,0,5
3487,14,2,74393,27671,8,0,1
3849,22,3,189492,69089,1,0,7
2907,15,7,194300,4051,74,0,6
2565,1,7,70994,17066,30,1,1
4537,11,4,80842,3589,65,0,5
2096,10,3,107605,4970,45,0,4
3418,15,3,149457,6950,39,0,7
711,9,4,68944,32533,54,0,4
803,5,6,137633,54205,68,0,3
3666,18,3,164402,17139,2,1,6
1936,0,6,157401,37734,38,1,3
4768,11,4,113119,83673,72,0,6
1523,16,7,24728,94565,49,0,3
2566,18,1,107548,3164,73,0,5
2031,5,3,158588,11473,34,0,3
2254,10,2,160870,1863,20,0,2
2314,13,2,96954,24118,59,0,6
4446,9,1,131675,94749,46,0,6
2320,21,1,106041,89876,73,0,3
2963,13,6,66683,71218,5,0,1
2972,6,2,19323,38693,52,0,6
1963,21,4,54336,17905,65,0,3
1012,9,5,133993,12330,8,0,2
1627,20,5,127304,6250,68,0,1
593,16,1,75815,91693,20,0,7
1008,21,3,102799,99075,78,0,7
4906,6,3,6293,23443,45,0,5
4377,15,6,175116,22747,37,0,6
3641,8,2,136130,69172,43,0,7
2624,22,1,26383,25660,52,0,1
1100,18,1,138148,65854,32,0,1
4238,6,1,159288,69117,76,0,6
2222,4,5,20577,90834,7,0,5
1638,4,4,157308,99151,8,0,3
4733,16,7,133925,10145,2,0,1
19,13,2,128001,63126,0,0,6
2759,14,1,179021,35129,64,0,3
2074,15,4,76152,74511,61,0,5
124,3,5,126269,76096,10,1,6
3383,5,5,158104,74537,71,0,7
493,15,6,55511,81664,3,0,6
4234,6,1,72442,62671,62,0,1
4938,6,5,174964,16583,32,0,6
1727,13,4,6238,16064,11,0,7
4691,2,7,158075,28571,75,0,2
1850,7,6,104925,84481,8,0,4
1140,5,6,115240,3118,23,0,7
3979,14,3,88443,41821,38,0,2
3855,21,6,87018,92626,73,0,5
4851,9,3,25343,81398,16,0,3
3937,4,3,124599,99717,14,0,6
1956,19,1,84711,11051,4,0,6
4211,6,6,102069,27141,15,0,3
1568,9,5,115030,25657,24,1,5
4383,7,7,6607,20523,63,0,7
3675,20,5,10462,32795,46,0,4
1386,6,3,119688,99366,38,0,5
2690,23,5,184158,67770,64,0,3
2561,0,3,139363,75084,40,0,2
3456,10,1,18368,55313,70,0,2
4060,5,2,125424,57831,7,0,3
4509,19,7,20624,68271,14,0,1
4850,12,7,37743,16636,4,0,5
2509,16,1,60262,20929,61,0,6
4970,20,7,83886,31881,14,0,1
2661,0,1,185763,73035,19,0,1
3299,18,3,100024,27520,73,0,7
3270,11,7,121583,49720,68,0,2
57,16,3,148936,89378,35,0,3
2812,9,5,18418,35854,68,0,3
3000,11,4,22533,96051,50,0,2
761,0,1,129540,92192,4,0,5
1993,5,1,16273,98275,10,0,7
1659,20,4,119441,70336,46,0,7
1777,7,2,34373,28525,65,0,4
4886,16,7,197527,37136,0,0,5
2497,17,4,123209,63286,37,0,5
4713,19,4,58629,56438,61,0,3
1638,14,3,107020,38790,34,0,6
291,21,1,165466,80622,35,0,7
4770,17,1,114813,92779,64,0,7
4799,7,7,197206,71886,21,0,2
2349,19,3,184575,28549,54,0,2
3522,4,2,65658,30473,55,0,2
3490,19,1,190908,43381,59,0,3
3568,11,5,114825,67909,42,1,5
2951,18,2,14495,8837,36,0,5
4808,6,3,113621,24412,79,1,7
2752,3,1,156477,19748,77,0,5
4072,12,2,41523,58693,20,0,7
4466,3,5,57776,20116,73,0,6
2902,3,5,87604,95452,44,0,4
4036,4,6,192381,66403,31,0,2
1302,4,1,176742,68603,71,0,5
1928,19,7,170913,45713,10,0,5
532,18,2,125918,91036,64,0,4
1431,19,6,16957,73644,14,0,6
1476,16,3,46247,95302,28,0,5
1814,23,3,21025,10780,50,0,1
4872,19,6,104423,4975,13,0,5
1204,7,3,121905,29830,62,0,2
3163,6,6,62391,95583,59,0,3
2099,8,3,34328,78712,19,0,4
3124,2,6,88463,97853,9,1,6
3530,19,5,161646,10623,72,0,6
274,19,3,164523,82897,35,0,1
3231,0,5,173904,96012,71,0,5
93,3,3,172659,4364,73,0,5
3297,6,5,92208,34193,41,0,5
2682,12,7,141087,98201,44,0,2
2549,22,5,153640,48411,17,0,3
2792,9,7,24763,49673,66,0,5
4841,10,5,92189,88507,69,0,1
38,9,1,173990,51849,37,0,4
1675,11,3,162381,11349,71,0,2
3959,2,7,64790,8660,5,0,4
3871,21,3,80885,47350,43,0,4
4869,8,2,99792,65910,61,0,2
229,18,3,94848,24055,74,0,1
4359,17,3,61317,40978,49,0,3
2628,13,6,55317,66950,50,0,4
1944,11,1,167748,88592,68,0,1
1474,2,5,140824,25507,73,0,3
545,2,7,75559,1982,18,0,3
3019,14,5,87850,28332,26,0,6
2551,0,2,45880,53077,41,0,6
975,3,1,115174,58966,51,0,5
2958,3,1,103228,13941,28,0,1
4902,3,3,9260,38596,68,0,4
4449,18,4,106427,37992,6,0,2
2128,16,3,14218,22788,21,0,3
507,17,6,68721,96044,29,0,5
385,21,7,25243,30379,20,0,7
3610,18,7,45205,16162,49,0,6
3446,16,6,43516,88157,68,0,5
1674,12,3,69198,59739,2,0,1
4634,12,6,130540,32415,53,0,5
4207,21,3,195053,75868,44,0,7
